codec,vram_gib,ram_gib,ssd_gbps,pcie_gbps,per_expert_bytes,vram_hit_rate,ram_hit_rate,combined_hit_rate,ssd_miss_rate,ssd_bytes_per_token,h2d_bytes_per_token,decode_combined_hit_rate,decode_ssd_bytes_per_token,decode_h2d_bytes_per_token,vram_evictions,ram_evictions,storage_only_ceiling_tps,warm_start
IQ2_XXS,4,16,10,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,20.369,True
IQ2_XXS_cold,4,16,,,6488064,0.4056,0.1308,0.5364,0.4636,697171968.0,893878272.0,,,,2370,0,,False
IQ2_XXS,4,20,1,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,2.037,True
IQ2_XXS,4,20,2,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,4.074,True
IQ2_XXS,4,20,3.5,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,7.129,True
IQ2_XXS,4,20,5,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,10.185,True
IQ2_XXS,4,20,7,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,14.259,True
IQ2_XXS,4,20,10,16.0,6488064,0.4056,0.3718,0.7774,0.2226,490930176.0,1311021465.6,0.7067,490930176.0,779432755.2,2370,0,20.369,True
IQ2_XXS_cold,4,20,,,6488064,0.4056,0.1308,0.5364,0.4636,697171968.0,893878272.0,,,,2370,0,,False
IQ2_XXS,6,4,1,16.0,6488064,0.4693,0.0002,0.4695,0.5305,1170014208.0,1170446745.6,0.6186,638425497.6,638858035.2,1714,2705,1.566,True
IQ2_XXS,6,4,2,16.0,6488064,0.4693,0.0002,0.4695,0.5305,1170014208.0,1170446745.6,0.6186,638425497.6,638858035.2,1714,2705,3.133,True
IQ2_XXS,6,4,3.5,16.0,6488064,0.4693,0.0002,0.4695,0.5305,1170014208.0,1170446745.6,0.6186,638425497.6,638858035.2,1714,2705,5.482,True
IQ2_XXS,6,4,5,16.0,6488064,0.4693,0.0002,0.4695,0.5305,1170014208.0,1170446745.6,0.6186,638425497.6,638858035.2,1714,2705,7.832,True
IQ2_XXS,6,4,7,16.0,6488064,0.4693,0.0002,0.4695,0.5305,1170014208.0,1170446745.6,0.6186,638425497.6,638858035.2,1714,2705,10.964,True
IQ2_XXS,6,4,10,16.0,6488064,0.4693,0.0002,0.4695,0.5305,1170014208.0,1170446745.6,0.6186,638425497.6,638858035.2,1714,2705,15.664,True
IQ2_XXS_cold,6,4,,,6488064,0.4693,0.0002,0.4695,0.5305,797736960.0,798031872.0,,,,1714,2044,,False
IQ2_XXS,6,8,1,16.0,6488064,0.4693,0.2826,0.7519,0.2481,547160064.0,1170446745.6,0.6731,547160064.0,638858035.2,1714,1171,1.828,True
IQ2_XXS,6,8,2,16.0,6488064,0.4693,0.2826,0.7519,0.2481,547160064.0,1170446745.6,0.6731,547160064.0,638858035.2,1714,1171,3.655,True
IQ2_XXS,6,8,3.5,16.0,6488064,0.4693,0.2826,0.7519,0.2481,547160064.0,1170446745.6,0.6731,547160064.0,638858035.2,1714,1171,6.397,True
IQ2_XXS,6,8,5,16.0,6488064,0.4693,0.2826,0.7519,0.2481,547160064.0,1170446745.6,0.6731,547160064.0,638858035.2,1714,1171,9.138,True
IQ2_XXS,6,8,7,16.0,6488064,0.4693,0.2826,0.7519,0.2481,547160064.0,1170446745.6,0.6731,547160064.0,638858035.2,1714,1171,12.793,True
IQ2_XXS,6,8,10,16.0,6488064,0.4693,0.2826,0.7519,0.2481,547160064.0,1170446745.6,0.6731,547160064.0,638858035.2,1714,1171,18.276,True
IQ2_XXS_cold,6,8,,,6488064,0.4693,0.0416,0.5109,0.4891,735510528.0,798031872.0,,,,1714,1171,,False
IQ2_XXS,6,12,1,16.0,6488064,0.4693,0.3034,0.7727,0.2273,501311078.4,1170446745.6,0.7005,501311078.4,638858035.2,1714,403,1.995,True
IQ2_XXS,6,12,2,16.0,6488064,0.4693,0.3034,0.7727,0.2273,501311078.4,1170446745.6,0.7005,501311078.4,638858035.2,1714,403,3.99,True
IQ2_XXS,6,12,3.5,16.0,6488064,0.4693,0.3034,0.7727,0.2273,501311078.4,1170446745.6,0.7005,501311078.4,638858035.2,1714,403,6.982,True
IQ2_XXS,6,12,5,16.0,6488064,0.4693,0.3034,0.7727,0.2273,501311078.4,1170446745.6,0.7005,501311078.4,638858035.2,1714,403,9.974,True
IQ2_XXS,6,12,7,16.0,6488064,0.4693,0.3034,0.7727,0.2273,501311078.4,1170446745.6,0.7005,501311078.4,638858035.2,1714,403,13.963,True
IQ2_XXS,6,12,10,16.0,6488064,0.4693,0.3034,0.7727,0.2273,501311078.4,1170446745.6,0.7005,501311078.4,638858035.2,1714,403,19.948,True
IQ2_XXS_cold,6,12,,,6488064,0.4693,0.0624,0.5317,0.4683,704249856.0,798031872.0,,,,1714,403,,False
IQ2_XXS,6,16,1,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,2.037,True
IQ2_XXS,6,16,2,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,4.074,True
IQ2_XXS,6,16,3.5,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,7.129,True
IQ2_XXS,6,16,5,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,10.185,True
IQ2_XXS,6,16,7,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,14.259,True
IQ2_XXS,6,16,10,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,20.369,True
IQ2_XXS_cold,6,16,,,6488064,0.4693,0.0671,0.5364,0.4636,697171968.0,798031872.0,,,,1714,0,,False
IQ2_XXS,6,20,1,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,2.037,True
IQ2_XXS,6,20,2,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,4.074,True
IQ2_XXS,6,20,3.5,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,7.129,True
IQ2_XXS,6,20,5,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,10.185,True
IQ2_XXS,6,20,7,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,14.259,True
IQ2_XXS,6,20,10,16.0,6488064,0.4693,0.3081,0.7774,0.2226,490930176.0,1170446745.6,0.7067,490930176.0,638858035.2,1714,0,20.369,True
IQ2_XXS_cold,6,20,,,6488064,0.4693,0.0671,0.5364,0.4636,697171968.0,798031872.0,,,,1714,0,,False
IQ2_XXS,8,4,1,16.0,6488064,0.5117,0.0,0.5117,0.4883,1077018624.0,1077018624.0,0.6742,545429913.6,545429913.6,1167,2490,1.833,True
IQ2_XXS,8,4,2,16.0,6488064,0.5117,0.0,0.5117,0.4883,1077018624.0,1077018624.0,0.6742,545429913.6,545429913.6,1167,2490,3.667,True
IQ2_XXS,8,4,3.5,16.0,6488064,0.5117,0.0,0.5117,0.4883,1077018624.0,1077018624.0,0.6742,545429913.6,545429913.6,1167,2490,6.417,True
IQ2_XXS,8,4,5,16.0,6488064,0.5117,0.0,0.5117,0.4883,1077018624.0,1077018624.0,0.6742,545429913.6,545429913.6,1167,2490,9.167,True
IQ2_XXS,8,4,7,16.0,6488064,0.5117,0.0,0.5117,0.4883,1077018624.0,1077018624.0,0.6742,545429913.6,545429913.6,1167,2490,12.834,True
IQ2_XXS,8,4,10,16.0,6488064,0.5117,0.0,0.5117,0.4883,1077018624.0,1077018624.0,0.6742,545429913.6,545429913.6,1167,2490,18.334,True
IQ2_XXS_cold,8,4,,,6488064,0.5117,0.0,0.5117,0.4883,734330880.0,734330880.0,,,,1167,1829,,False
IQ2_XXS,8,8,1,16.0,6488064,0.5117,0.2459,0.7576,0.2424,534616473.6,1077018624.0,0.6806,534616473.6,545429913.6,1167,1142,1.87,True
IQ2_XXS,8,8,2,16.0,6488064,0.5117,0.2459,0.7576,0.2424,534616473.6,1077018624.0,0.6806,534616473.6,545429913.6,1167,1142,3.741,True
IQ2_XXS,8,8,3.5,16.0,6488064,0.5117,0.2459,0.7576,0.2424,534616473.6,1077018624.0,0.6806,534616473.6,545429913.6,1167,1142,6.547,True
IQ2_XXS,8,8,5,16.0,6488064,0.5117,0.2459,0.7576,0.2424,534616473.6,1077018624.0,0.6806,534616473.6,545429913.6,1167,1142,9.352,True
IQ2_XXS,8,8,7,16.0,6488064,0.5117,0.2459,0.7576,0.2424,534616473.6,1077018624.0,0.6806,534616473.6,545429913.6,1167,1142,13.093,True
IQ2_XXS,8,8,10,16.0,6488064,0.5117,0.2459,0.7576,0.2424,534616473.6,1077018624.0,0.6806,534616473.6,545429913.6,1167,1142,18.705,True
IQ2_XXS_cold,8,8,,,6488064,0.5117,0.0049,0.5166,0.4834,726958080.0,734330880.0,,,,1167,1142,,False
IQ2_XXS,8,12,1,16.0,6488064,0.5117,0.2622,0.7739,0.2261,498715852.8,1077018624.0,0.7021,498715852.8,545429913.6,1167,397,2.005,True
IQ2_XXS,8,12,2,16.0,6488064,0.5117,0.2622,0.7739,0.2261,498715852.8,1077018624.0,0.7021,498715852.8,545429913.6,1167,397,4.01,True
IQ2_XXS,8,12,3.5,16.0,6488064,0.5117,0.2622,0.7739,0.2261,498715852.8,1077018624.0,0.7021,498715852.8,545429913.6,1167,397,7.018,True
IQ2_XXS,8,12,5,16.0,6488064,0.5117,0.2622,0.7739,0.2261,498715852.8,1077018624.0,0.7021,498715852.8,545429913.6,1167,397,10.026,True
IQ2_XXS,8,12,7,16.0,6488064,0.5117,0.2622,0.7739,0.2261,498715852.8,1077018624.0,0.7021,498715852.8,545429913.6,1167,397,14.036,True
IQ2_XXS,8,12,10,16.0,6488064,0.5117,0.2622,0.7739,0.2261,498715852.8,1077018624.0,0.7021,498715852.8,545429913.6,1167,397,20.051,True
IQ2_XXS_cold,8,12,,,6488064,0.5117,0.0212,0.5328,0.4672,702480384.0,734330880.0,,,,1167,397,,False
IQ2_XXS,8,16,1,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,2.037,True
IQ2_XXS,8,16,2,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,4.074,True
IQ2_XXS,8,16,3.5,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,7.129,True
IQ2_XXS,8,16,5,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,10.185,True
IQ2_XXS,8,16,7,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,14.259,True
IQ2_XXS,8,16,10,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,20.369,True
IQ2_XXS_cold,8,16,,,6488064,0.5117,0.0247,0.5364,0.4636,697171968.0,734330880.0,,,,1167,0,,False
IQ2_XXS,8,20,1,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,2.037,True
IQ2_XXS,8,20,2,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,4.074,True
IQ2_XXS,8,20,3.5,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,7.129,True
IQ2_XXS,8,20,5,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,10.185,True
IQ2_XXS,8,20,7,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,14.259,True
IQ2_XXS,8,20,10,16.0,6488064,0.5117,0.2657,0.7774,0.2226,490930176.0,1077018624.0,0.7067,490930176.0,545429913.6,1167,0,20.369,True
IQ2_XXS_cold,8,20,,,6488064,0.5117,0.0247,0.5364,0.4636,697171968.0,734330880.0,,,,1167,0,,False
MIXED_60_30_10,8,16,swept,16.0,variable,0.5115,0.2659,0.7774,0.2226,288477556.3636364,659709207.2727273,,,,1232,0,,True
